BlockPath,BlockType,LibraryLink,Parameter,Value
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/MATLAB Function","SubSystem","","ShowPortLabels","FromPortIcon"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/MATLAB Function","SubSystem","","Permissions","ReadWrite"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/MATLAB Function","SubSystem","","ErrorFcn","Stateflow.Translate.translate"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/MATLAB Function","SubSystem","","PermitHierarchicalResolution","ExplicitOnly"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/MATLAB Function","SubSystem","","TreatAsAtomicUnit","on"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/MATLAB Function","SubSystem","","ShowSubsystemReinitializePorts","off"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/MATLAB Function","SubSystem","","MinAlgLoopOccurrences","off"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/MATLAB Function","SubSystem","","ScheduleAs","Sample time"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/MATLAB Function","SubSystem","","SystemSampleTime","-1"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/MATLAB Function","SubSystem","","SetExecutionDomain","off"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/MATLAB Function","SubSystem","","ExecutionDomainType","Deduce"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/MATLAB Function","SubSystem","","RTWSystemCode","Auto"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/MATLAB Function","SubSystem","","RTWFcnNameOpts","Auto"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/MATLAB Function","SubSystem","","RTWFileNameOpts","Auto"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/MATLAB Function","SubSystem","","FunctionInterfaceSpec","void_void"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/MATLAB Function","SubSystem","","FunctionWithSeparateData","off"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/MATLAB Function","SubSystem","","RTWMemSecFuncInitTerm","Inherit from model"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/MATLAB Function","SubSystem","","RTWMemSecFuncExecute","Inherit from model"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/MATLAB Function","SubSystem","","RTWMemSecDataConstants","Inherit from model"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/MATLAB Function","SubSystem","","RTWMemSecDataInternal","Inherit from model"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/MATLAB Function","SubSystem","","RTWMemSecDataParameters","Inherit from model"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/MATLAB Function","SubSystem","","IsSubsystemVirtual","off"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/MATLAB Function","SubSystem","","Variant","off"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/MATLAB Function","SubSystem","","VariantChoices","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/MATLAB Function","SubSystem","","VariantControlMode","expression"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/MATLAB Function","SubSystem","","VariantActivationTime","update diagram"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/MATLAB Function","SubSystem","","AllowZeroVariantControls","off"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/MATLAB Function","SubSystem","","PropagateVariantConditions","off"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/MATLAB Function","SubSystem","","TreatAsGroupedWhenPropagatingVariantConditions","on"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/MATLAB Function","SubSystem","","Latency","0"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/MATLAB Function","SubSystem","","AutoFrameSizeCalculation","off"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/MATLAB Function","SubSystem","","CompiledVariantActivationTime","update diagram"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Manual Switch","ManualSwitch","","varsize","off"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Manual Switch","ManualSwitch","","SampleTime","-1"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Mux","Mux","","Inputs","3"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Mux","Mux","","DisplayOption","bar"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Mux1","Mux","","Inputs","3"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Mux1","Mux","","DisplayOption","bar"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Mux2","Mux","","Inputs","3"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Mux2","Mux","","DisplayOption","bar"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Mux3","Mux","","Inputs","3"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Mux3","Mux","","DisplayOption","bar"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/OFF","Constant","","Value","-1"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/OFF","Constant","","VectorParams1D","on"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/OFF","Constant","","OutMin","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/OFF","Constant","","OutMax","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/OFF","Constant","","OutDataTypeStr","Inherit: Inherit from 'Constant value'"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/OFF","Constant","","LockScale","off"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/OFF","Constant","","SampleTime","inf"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/OFF","Constant","","FramePeriod","inf"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/RESET","Constant","","Value","0"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/RESET","Constant","","VectorParams1D","on"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/RESET","Constant","","OutMin","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/RESET","Constant","","OutMax","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/RESET","Constant","","OutDataTypeStr","boolean"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/RESET","Constant","","LockScale","off"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/RESET","Constant","","SampleTime","inf"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/RESET","Constant","","FramePeriod","inf"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/RMS","SubSystem","spsRMSLib/RMS","TrueRMS","on"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/RMS","SubSystem","spsRMSLib/RMS","Freq","50"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/RMS","SubSystem","spsRMSLib/RMS","RMSInit","0"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/RMS","SubSystem","spsRMSLib/RMS","Ts","0.0001"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/RMS1","SubSystem","spsRMSLib/RMS","TrueRMS","on"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/RMS1","SubSystem","spsRMSLib/RMS","Freq","50"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/RMS1","SubSystem","spsRMSLib/RMS","RMSInit","0"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/RMS1","SubSystem","spsRMSLib/RMS","Ts","0.0001"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/RMS2","SubSystem","spsRMSLib/RMS","TrueRMS","on"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/RMS2","SubSystem","spsRMSLib/RMS","Freq","50"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/RMS2","SubSystem","spsRMSLib/RMS","RMSInit","0"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/RMS2","SubSystem","spsRMSLib/RMS","Ts","0.0001"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/RMS3","SubSystem","spsRMSLib/RMS","TrueRMS","on"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/RMS3","SubSystem","spsRMSLib/RMS","Freq","50"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/RMS3","SubSystem","spsRMSLib/RMS","RMSInit","0"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/RMS3","SubSystem","spsRMSLib/RMS","Ts","0.0001"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/RMS4","SubSystem","spsRMSLib/RMS","TrueRMS","on"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/RMS4","SubSystem","spsRMSLib/RMS","Freq","50"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/RMS4","SubSystem","spsRMSLib/RMS","RMSInit","0"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/RMS4","SubSystem","spsRMSLib/RMS","Ts","0.0001"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/RMS5","SubSystem","spsRMSLib/RMS","TrueRMS","on"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/RMS5","SubSystem","spsRMSLib/RMS","Freq","50"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/RMS5","SubSystem","spsRMSLib/RMS","RMSInit","0"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/RMS5","SubSystem","spsRMSLib/RMS","Ts","0.0001"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/S-R
Latch","SubSystem","simulink_extras/Flip Flops/S-R
Flip-Flop","initial_condition","0"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Scope","Scope","","OpenAtSimulationStart","off"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Scope","Scope","","DisplayFullPath","off"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Scope","Scope","","NumInputPorts","1"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Scope","Scope","","LayoutDimensionsString","[1 1]"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Scope","Scope","","SampleTime","-1"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Scope","Scope","","FrameBasedProcessingString","Elements as channels (sample based)"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Scope","Scope","","MaximizeAxes","Off"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Scope","Scope","","AxesScaling","Manual"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Scope","Scope","","AxesScalingNumUpdates","10"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Scope","Scope","","TimeSpan","Auto"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Scope","Scope","","TimeSpanOverrunAction","Wrap"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Scope","Scope","","TimeUnits","None"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Scope","Scope","","TimeDisplayOffset","0"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Scope","Scope","","TimeAxisLabels","Bottom displays only"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Scope","Scope","","ShowTimeAxisLabel","off"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Scope","Scope","","ActiveDisplayString","1"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Scope","Scope","","Title","%<SignalLabel>"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Scope","Scope","","ShowLegend","off"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Scope","Scope","","ShowGrid","on"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Scope","Scope","","PlotAsMagnitudePhase","off"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Scope","Scope","","ActiveDisplayYMinimum","-4.7862"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Scope","Scope","","ActiveDisplayYMaximum","4.5762"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Scope","Scope","","DataLoggingLimitDataPoints","off"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Scope","Scope","","DataLoggingMaxPoints","5000"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Scope","Scope","","DataLoggingDecimateData","off"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Scope","Scope","","DataLoggingDecimation","2"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Scope","Scope","","DataLogging","off"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Scope","Scope","","DataLoggingVariableName","ScopeData2"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Scope","Scope","","DataLoggingSaveFormat","Dataset"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Scope1","Scope","","OpenAtSimulationStart","off"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Scope1","Scope","","DisplayFullPath","off"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Scope1","Scope","","NumInputPorts","1"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Scope1","Scope","","LayoutDimensionsString","[1 1]"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Scope1","Scope","","SampleTime","-1"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Scope1","Scope","","FrameBasedProcessingString","Elements as channels (sample based)"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Scope1","Scope","","MaximizeAxes","Off"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Scope1","Scope","","AxesScaling","Manual"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Scope1","Scope","","AxesScalingNumUpdates","10"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Scope1","Scope","","TimeSpan","Auto"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Scope1","Scope","","TimeSpanOverrunAction","Wrap"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Scope1","Scope","","TimeUnits","None"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Scope1","Scope","","TimeDisplayOffset","0"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Scope1","Scope","","TimeAxisLabels","Bottom displays only"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Scope1","Scope","","ShowTimeAxisLabel","off"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Scope1","Scope","","ActiveDisplayString","1"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Scope1","Scope","","Title","%<SignalLabel>"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Scope1","Scope","","ShowLegend","on"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Scope1","Scope","","ShowGrid","on"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Scope1","Scope","","PlotAsMagnitudePhase","off"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Scope1","Scope","","ActiveDisplayYMinimum","-4.9037"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Scope1","Scope","","ActiveDisplayYMaximum","5.1338"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Scope1","Scope","","DataLoggingLimitDataPoints","off"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Scope1","Scope","","DataLoggingMaxPoints","5000"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Scope1","Scope","","DataLoggingDecimateData","off"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Scope1","Scope","","DataLoggingDecimation","2"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Scope1","Scope","","DataLogging","off"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Scope1","Scope","","DataLoggingVariableName","ScopeData3"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Scope1","Scope","","DataLoggingSaveFormat","Dataset"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Supervisory Override with Hardware Fallback","SubSystem","","ShowPortLabels","FromPortIcon"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Supervisory Override with Hardware Fallback","SubSystem","","Permissions","ReadWrite"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Supervisory Override with Hardware Fallback","SubSystem","","ErrorFcn","Stateflow.Translate.translate"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Supervisory Override with Hardware Fallback","SubSystem","","PermitHierarchicalResolution","ExplicitOnly"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Supervisory Override with Hardware Fallback","SubSystem","","TreatAsAtomicUnit","on"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Supervisory Override with Hardware Fallback","SubSystem","","ShowSubsystemReinitializePorts","off"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Supervisory Override with Hardware Fallback","SubSystem","","MinAlgLoopOccurrences","off"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Supervisory Override with Hardware Fallback","SubSystem","","ScheduleAs","Sample time"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Supervisory Override with Hardware Fallback","SubSystem","","SystemSampleTime","-1"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Supervisory Override with Hardware Fallback","SubSystem","","SetExecutionDomain","off"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Supervisory Override with Hardware Fallback","SubSystem","","ExecutionDomainType","Deduce"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Supervisory Override with Hardware Fallback","SubSystem","","RTWSystemCode","Auto"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Supervisory Override with Hardware Fallback","SubSystem","","RTWFcnNameOpts","Auto"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Supervisory Override with Hardware Fallback","SubSystem","","RTWFileNameOpts","Auto"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Supervisory Override with Hardware Fallback","SubSystem","","FunctionInterfaceSpec","void_void"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Supervisory Override with Hardware Fallback","SubSystem","","FunctionWithSeparateData","off"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Supervisory Override with Hardware Fallback","SubSystem","","RTWMemSecFuncInitTerm","Inherit from model"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Supervisory Override with Hardware Fallback","SubSystem","","RTWMemSecFuncExecute","Inherit from model"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Supervisory Override with Hardware Fallback","SubSystem","","RTWMemSecDataConstants","Inherit from model"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Supervisory Override with Hardware Fallback","SubSystem","","RTWMemSecDataInternal","Inherit from model"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Supervisory Override with Hardware Fallback","SubSystem","","RTWMemSecDataParameters","Inherit from model"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Supervisory Override with Hardware Fallback","SubSystem","","IsSubsystemVirtual","off"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Supervisory Override with Hardware Fallback","SubSystem","","Variant","off"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Supervisory Override with Hardware Fallback","SubSystem","","VariantChoices","[]"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Supervisory Override with Hardware Fallback","SubSystem","","VariantControlMode","expression"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Supervisory Override with Hardware Fallback","SubSystem","","VariantActivationTime","update diagram"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Supervisory Override with Hardware Fallback","SubSystem","","AllowZeroVariantControls","off"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Supervisory Override with Hardware Fallback","SubSystem","","PropagateVariantConditions","off"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Supervisory Override with Hardware Fallback","SubSystem","","TreatAsGroupedWhenPropagatingVariantConditions","on"
"TransformerWithCTSaturationz_DISCONNECTED/Hybrid 87T Relay/Supervisory Override with Hardware Fallback","SubSystem","","Latency","0"
